,dien_tich,huong_ban_cong,phong_ngu,id_thanh_pho,ten_thanh_pho,id_quan,ten_quan,so_tang,mat_tien,noi_that,huong_nha,so_do,lat,long,gia,gia_m2,du_an,project_name,id_duong,ten_duong,do_rong_duong,do_rong_duong_ml,id_phuong,ten_phuong
5964,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,6.0,,,,Sổ hồng/ Sổ đỏ,21.0335931,105.7274551,3100.0,68.88888888888889,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5965,98.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,6.0,,,,Sổ hồng/ Sổ đỏ,21.0279052,105.7263152,6000.0,61.224489795918366,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
5966,98.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,6.0,,,Đông,Sổ hồng/ Sổ đỏ,21.0335931,105.7274551,6000.0,61.224489795918366,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5967,72.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,6.0,,,,Sổ hồng/ Sổ đỏ,21.0390832,105.7271124,5112.0,71.0,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
5968,103.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0138269,105.6911121,2163.0,21.0,,,,,,,5e5501cceb80a7245175e256,Xã Song Phương
5969,54.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Tây,Đã có sổ,21.0390898,105.6794833,28.0,0.518518518518518,,,,,,,5e5501cceb80a7245175e250,Xã Yên Sở
5970,130.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0648512,105.7160718,,,,,,,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5971,148.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,9.6,,Đông-Bắc,,21.0591741,105.7236198,,,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5972,115.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,7.06,,,đã có sổ đỏ,21.0623667,105.7209301,6670.0,58.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5973,,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.5,,,,20.9994708,105.7204476,,25.0,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
5974,37.4,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.5,,,,20.9994708,105.7204476,1350.0,36.09625668449198,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
5975,,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,,20.9994708,105.7204476,,22.0,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
5976,37.4,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,,,20.9994708,105.7204476,972.4,26.0,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
5977,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,đã có sổ đỏ,21.0623667,105.7209301,1600.0,32.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5978,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,đã có sổ,21.0674274,105.7073805,1320.0,33.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
5979,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,Sổ đỏ,20.9659027,105.7219027,3090.0,51.5,,,5e958eef208d0d6d76490e83,Phố Đồng Nhân,,,5e5501cceb80a7245175e25b,Xã Đông La
5980,64.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Đông-Nam,* Sổ đỏ chính chủ. Sẵn sàng giao dịch.,21.0648512,105.7160718,4200.0,65.625,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5981,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.046958,105.7087128,1665.0,37.0,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5982,47.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.1,,,,20.9663868,105.7279172,1314.5,27.5,,,5e958eef208d0d6d76490e53,Đường La Tinh,,,5e5501cceb80a7245175e25b,Xã Đông La
5983,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây-Bắc,Sổ hồng,21.0468421,105.6777481,1420.0,39.44444444444444,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5984,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,,,21.0361279,105.7270372,1600.0,40.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5985,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.82,,Tây,Sổ đỏ chính chủ.,21.0279052,105.7263152,9000.0,150.0,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
5986,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,1665.0,37.0,,,5e958eef208d0d6d76490e81,Đường Yên Vĩnh,,,,
5987,117.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,9.4,,,Đã có sổ đỏ.,21.0279052,105.7263152,17860.0,152.0,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
5988,47.3,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.87,,Đông-Nam,,20.9761658,105.7355958,1655.5,0.7872340425531911,,,,,,,5e5501cceb80a7245175e25a,Xã La Phù
5989,44.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây,đã có sổ đỏ,21.0069509,105.6982997,1232.0,28.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5990,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0776081,105.6911121,2625.0,32.8125,,,,,,,5e5501cceb80a7245175e249,Xã Đức Thượng
5991,57.9,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,,20.9809737,105.7321831,3763.5,48.0,,,,,,,5e5501cceb80a7245175e25a,Xã La Phù
5992,55.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0061954,105.7140072,3610.0,65.63636363636364,,,5e958eef208d0d6d76490e80,Đường Yên Lũng,,,,
5993,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,437.0,,,,21.0109475,105.7209091,2565.0,55.5,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
5994,58.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,Tây-Nam,"Đã có sổ đỏ, sẵn sàng sang nhượng ngay.",21.0648512,105.7160718,4036.5,69.0,,,,,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5995,52.3,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,14.24,,Đông-Bắc,Đã có sổ đỏ.,21.0349167,105.7295556,,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5996,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,8.0,,Đông,Đã Có sổ.,21.0255726,105.71363,,,,,5e958eef208d0d6d76490e51,Đường Đồng Lầu,,,5e5501cceb80a7245175e254,Xã Lại Yên
5997,47.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.0,,Đông,SĐCC.,21.0361279,105.7270372,2115.0,45.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5998,72.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0390832,105.7271124,194400.0,2700.0,,,5e958eef208d0d6d76490e73,Đường Tỉnh lộ 422B,,,5e5501cceb80a7245175e252,Xã Vân Canh
5999,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Nam,Đã có sổ,21.0458514,105.7204476,1400.0,34.14634146341464,,,,,,,5e5501cceb80a7245175e24c,Xã Di Trạch
6000,44.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,20.9011457,105.7484225,1276.0,29.0,,,5e958eef208d0d6d76490e57,Đường Liên Xã,,,5e5501cceb80a7245175e258,Xã An Thượng
6001,44.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Tây,Đã có sổ,20.9914477,105.7087268,1232.0,28.0,,,,,,,5e5501cceb80a7245175e258,Xã An Thượng
6002,52.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.046958,105.7087128,183.56,3.53,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
6003,52.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.3,,Tây-Bắc,Có sổ.,21.0279052,105.7263152,3640.0,70.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
6004,123.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Đã có sổ đỏ.,21.0335931,105.7274551,7134.0,58.0,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
6005,34.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.1,,Tây-Bắc,đã có sổ đỏ,21.0623667,105.7209301,1990.0,57.68115942028985,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
6006,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.84,,,sổ đỏ,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
6007,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,Sổ đỏ,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
6008,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ chính chủ.,20.9994708,105.7204476,,,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
6009,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.8,,,Sổ đỏ,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
6010,38.5,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,4.0,3.3,"Nội Thất Châu Âu, sang trọng và đẳng cấp.",Bắc,Đã có sổ đỏ.,21.0361279,105.7270372,1617.0,42.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
6011,30.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.6,,,Sổ đỏ chính chủ,21.0591741,105.7236198,,,,,5e958eef208d0d6d76490e54,Đường Lai Xá,,,5e5501cceb80a7245175e24f,Xã Kim Chung
6012,63.6,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,Tây-Nam,"Pháp lý rõ ràng, sẵn sàng giao dịch.",21.0568245,105.7288838,4197.6,66.0,,,5e958eef208d0d6d76490e6e,Đường Quốc lộ 32,,,5e5501cceb80a7245175e24c,Xã Di Trạch
6013,32.7,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.5,,Đông-Nam,Giấy tờ pháp lý đầy đủ.,21.0330854,105.735332,1390.0,42.50764525993883,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
6014,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,Sổ đỏ đẹp chuẩn phân lô 2 mặt ngõ,21.0783685,105.691437,2900.0,48.333333333333336,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e249,Xã Đức Thượng
6015,33.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.5,,Đông-Nam,Có sổ.,21.0330854,105.735332,1485.0,45.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
6016,56.7,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.5,,Đông-Bắc,"* Sổ đỏ chính chủ, không quy hoạch tranh chấp, mồ mả.",21.0472755,105.6993117,2040.0,35.978835978835974,,,5e958eef208d0d6d76490e72,Đường Tỉnh lộ 422,,,5e5501cceb80a7245175e251,Xã Sơn Đồng
6017,46.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.9,,,Sổ đỏ,21.0335931,105.7274551,3200.0,69.56521739130434,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
6018,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,KXĐ,,21.033149,105.7321831,7200.0,144.0,,,,,60.0,Ngõ 4 ô tô trở lên,5e5501cceb80a7245175e252,Xã Vân Canh
6019,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Đông-Nam,Đã có sổ đỏ.,21.0740532,105.6903787,1300.0,33.333333333333336,,,,,,,5e5501cceb80a7245175e249,Xã Đức Thượng
6020,43.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.5,,Đông-Nam,SỔ ĐỎ ĐẤT Ở LÂU DÀI,21.0069509,105.6982997,860.0,20.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
6021,40.4,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,20.998193,105.7192643,1373.6,34.0,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
6022,35.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,,21.0623667,105.7209301,,,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
6023,53.2,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.43,,Bắc,Đã có sổ đỏ.,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
6024,45.7,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.89,,,Sổ đỏ.,21.0468328,105.6769947,,,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
6025,67.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.22,,,,21.0623667,105.7209301,2412.0,36.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
6026,46.7,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.46,,Tây-Nam,,21.0623667,105.7209301,2800.0,59.95717344753747,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
6027,59.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,,,21.0468328,105.6769947,,,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e254,Xã Lại Yên
6028,54.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0468328,105.6769947,,,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e254,Xã Lại Yên
6029,56.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,,,21.0237665,105.7087128,,,,,,,,,5e5501cceb80a7245175e254,Xã Lại Yên
6030,59.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,,,21.0237665,105.7087128,,,,,,,,,5e5501cceb80a7245175e254,Xã Lại Yên
6031,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ hồng/ Sổ đỏ,21.033149,105.7321831,36000.0,70.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
6032,59.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.3,,Đông-Nam,"Sổ đỏ chính chủ, pháp lý rõ ràng.",21.0349167,105.7295556,3835.0,65.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
6033,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.068562,105.7101796,1330.0,33.25,,,,,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
6034,44.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.3,,Tây-Bắc,,20.9994708,105.7204476,1584.0,36.0,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
6035,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.34,,Đông,Sổ đỏ riêng biệt.,21.0069509,105.6982997,1350.0,30.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
6036,55.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,Sổ đỏ chính chủ,21.0084102,105.7032732,1650.0,30.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,,
6037,97.6,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.03,,Đông-Nam,Sổ đỏ.,21.0279052,105.7263152,5953.599999999999,61.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
6038,48.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.9,,Đông-Nam,Sổ đỏ riêng.,21.0069509,105.6982997,1261.0,26.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
6039,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây-Bắc,Sổ đỏ riêng,21.010581,105.711003,860.0,20.97560975609756,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
6040,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.049866,105.7398769,,,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e252,Xã Vân Canh
6041,47.6,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.8,,Tây-Bắc,Sổ đỏ chính chủ,21.0069509,105.6982997,1785.0,37.5,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
6042,58.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.9,,Nam,,21.008239,105.721052,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
6043,46.9,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.4,,Tây-Bắc,Sổ đỏ riêng,21.0069509,105.6982997,1360.1,29.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
6044,44.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,52.0,,Tây-Bắc,,21.0332922,105.6999122,1584.0,36.0,,,5e958eef208d0d6d76490e82,Phố 72,,,,
6045,,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ chính chủ,21.0330854,105.735332,1350.0,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
6046,52.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0468328,105.6769947,,,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e254,Xã Lại Yên
6047,118.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.046958,105.7087128,6844.0,58.0,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
6048,75.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Đông-Bắc,đã có sổ đỏ,21.0648512,105.7160718,,,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
6049,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,,21.0472746,105.7124373,2500.0,50.0,,,,,,,5e5501cceb80a7245175e24c,Xã Di Trạch
6050,61.9,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.47,,,,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
6051,55.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,6.0,4.2,,,Đã có sổ đỏ,21.0279052,105.7263152,3465.0,63.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
6052,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,20.998193,105.7192643,28.0,0.7000000000000001,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
6053,52.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e47,Đường 422,,,,
6054,56.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.3,,KXĐ,,21.046958,105.7087128,2200.0,39.285714285714285,,,,,3.0,Ngõ 1 ô tô,5e5501cceb80a7245175e24f,Xã Kim Chung
6055,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,KXĐ,,21.033149,105.7321831,2900.0,80.55555555555556,,,,,,,5e5501cceb80a7245175e252,Xã Vân Canh
6056,105.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Đông-Bắc,Có sổ.,21.0783685,105.691437,,,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e249,Xã Đức Thượng
